Ten_Bai,Seller_ID,Total_Revenue,Total_Orders,Total_Items_Sold,Avg_Item_Revenue,Seller_Rank
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,95f83f51203c626648c875dd41874c7f,4826.51,52,67,72.04,671
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8f119a0aee85c0c8fc534629734e94fd,4826.45,77,83,58.15,672
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6288c69c4ce638e59925e59193f98b16,4812.48,22,22,218.75,673
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,43f8c9950d11ecd03a0304a49e010da6,4807.22,41,41,117.25,674
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9803a40e82e45418ab7fb84091af5231,4791.38,11,18,266.19,675
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2e3be8a987a30d7544dbbda6861cc14e,4777.55,18,19,251.45,676
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,520b493b57809f446cb0a233bb3e25c7,4762.87,63,73,65.24,677
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cd6efc47efaabf134f8bdb654e10b4f1,4757.16,31,32,148.66,678
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,13d058e4eeac2ce8217660b2f8a05812,4755.88,23,23,206.78,679
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f76a3b1349b6df1ee875d1f3fa4340f0,4748.98,24,24,197.87,680
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3f3486b61f45078d4f31ee5e43d8c5bb,4726.57,40,40,118.16,681
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,180c3376aff0e43dd5788709df48a843,4722.97,5,10,472.3,682
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,81f89e42267213cb94da7ddc301651da,4721.18,46,52,90.79,683
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,13fa2a6c6b9d0f43cb588d7c82117a12,4719.44,9,10,471.94,684
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,602044f2c16190c2c6e45eb35c2e21cb,4677.44,50,57,82.06,685
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1eade46fba20122dc4aefb379f8c636b,4673.71,58,75,62.32,686
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f97e2b0650c2068227e1d366140eb62f,4665.98,16,21,222.19,687
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c500367424994318b9e779ff1ae9a330,4658.39,9,9,517.6,688
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8cbac7e12637ed9cffa18c7875207478,4654.35,67,82,56.76,689
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bf3c6d2a28b2b5501e6c15448982dcc9,4648.15,35,43,108.1,690
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2199e7fe213c16213bf5d6a7eadc9a5d,4647.78,25,31,149.93,691
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6a0cbc8af2e8abd1bdfb777943d174c6,4639.42,35,35,132.55,692
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4d600e08ecbe08258c79e536c5a42fee,4633.46,8,8,579.18,693
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3f995f07c49d0d55a99d5c54957f7d81,4627.2,43,43,107.61,694
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,406822777a0b9eb5c50e442dd4cd3ec5,4596.34,45,47,97.79,695
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d5ba419e26d246a0719437cf37d9b46d,4581.51,34,35,130.9,696
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,681fce914360217db47784ae28905a96,4571.8,23,24,190.49,697
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,271c58a1d139c45eaf3316107c6d3a3b,4568.71,29,29,157.54,698
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8ed8ea9a57c862f2c18c2fe41f601d56,4562.97,19,19,240.16,699
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f4aba7c0bca51484c30ab7bdc34bcdd1,4557.5,110,117,38.95,700
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6b333a05bf188ef3e1f1662a86bd9855,4554.88,12,13,350.38,701
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e883aa812c37a7413226856f4579fe91,4554.46,26,29,157.05,702
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,238fac594e170b59c6d228f5a4f4f1d9,4545.52,29,30,151.52,703
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3361277dc30b7cccdb0c286b24219756,4540.9,29,42,108.12,704
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f021c962aaba8ef6eb527a9c2c8394d1,4533.87,5,5,906.77,705
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1fdc574883ef3b33ad41562d93f3a74a,4524.27,18,18,251.35,706
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4559697a8f7e637227c2eeaed843baff,4474.27,42,42,106.53,707
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7f152321c60a266edc53af1925ef96c1,4471.92,20,20,223.6,708
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,56642bcb79900e777d68e91915cb4267,4471.79,48,56,79.85,709
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f00e21b1e91a79653163b7fd8f293ff1,4471.06,31,31,144.23,710
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,282c7480173bb9c01dd41cc739fec010,4466.31,5,8,558.29,711
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,02f5837340d7eb4f653d676c7256523a,4463.88,30,30,148.8,712
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,66dc1b1632bd6a3e508510c5b3492107,4449.26,37,42,105.93,713
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,14d7985702e72162bbf13b6beb74ab2b,4441.0,37,38,116.87,714
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,870d0118f7a9d85960f29ad89d5d989a,4428.03,45,61,72.59,715
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,38e679b9e0064cd94c6f035707344dae,4418.1,28,30,147.27,716
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6bb0724edf0b62fb91ac404873a97241,4416.52,17,18,245.36,717
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1b8356dabde1d35e17cef975c3f82730,4413.61,56,61,72.35,718
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,070d165398b553f3b4b851c216b8a358,4396.75,32,39,112.74,719
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3d8fa2f5b647373c8620330c4e077a9f,4390.55,43,48,91.47,720
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,79ed755314cfe6df0daef2c6cd3022cd,4366.66,23,25,174.67,721
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,edf96ef93ed595084bbcbd9224bd2894,4365.78,25,28,155.92,722
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,96804ea39d96eb908e7c3afdb671bb9e,4365.76,38,40,109.14,723
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2745f798279e0ed033addcc1474776d7,4364.99,32,32,136.41,724
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,42fa4ee7240e9b8eb4576358ec142ba7,4364.47,22,22,198.39,725
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3c4e0452bff7a2a788179488d3d77032,4352.52,32,36,120.9,726
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9b1585752613ec342d03bbab9997ec48,4349.04,3,3,1449.68,727
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ed4311e67debd72b8610a5347a743087,4342.81,25,26,167.03,728
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6481e96574816ead57975da2c0f6d80d,4340.86,32,43,100.95,729
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8b2492b7ff4468839593fafeed55bad9,4336.26,29,45,96.36,730
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,276677b5d08786d5dce7c2149dcce48b,4320.64,33,47,91.93,731
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4c18691b6037662be2df78a765d98ab5,4316.51,63,67,64.43,732
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2e13c71026e1a39ba5cc1b86dcb679aa,4310.21,24,28,153.94,733
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e8f6dc8e6a1dcde89d20e3995c8d90b3,4308.02,36,48,89.75,734
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,23a0ffca143a15b9b5bbdb7d552f626a,4304.28,23,24,179.35,735
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8c3b533c63cca56240f94f1e3a6b18ef,4301.77,5,8,537.72,736
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8090490573c6c0aa343a7231ebcb8c86,4298.03,26,26,165.31,737
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a44fb5a447105f8469bdf16bf9159f25,4292.71,19,19,225.93,738
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c731d18cea9bf687ffee82a241c25b11,4272.65,24,26,164.33,739
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,df560393f3a51e74553ab94004ba5c87,4267.33,28,29,147.15,740
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a0415d9b25ede3c4b1e477e9916ffc03,4247.98,10,10,424.8,741
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9646c3513289980f17226a2fc4720dbd,4247.32,71,78,54.45,742
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5f5b43b2bffa8656e4bc6efeb13cc649,4232.65,27,29,145.95,743
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2d2c62bef4c8ba0dd74e0e228e808539,4230.48,16,16,264.41,744
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,994f04b3718c2bab35c2adfa8afecd2a,4221.21,49,57,74.06,745
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e7d5b006eb624f13074497221eb37807,4220.42,28,63,66.99,746
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f35b3c613c4f7b2275f4185d0a3c59ec,4214.29,9,9,468.25,747
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,643214e62b870443ccbe55ab29a4dccf,4199.78,66,68,61.76,748
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2a167ca73899c85001a837d8fb4962f6,4197.62,2,3,1399.21,749
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,08cdbae123ff67ca4e36d9d641ce0119,4195.46,4,6,699.24,750
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bede56095ba33c42038fb85f707b8a42,4184.77,2,2,2092.39,751
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,21e83881401b92b49fb09a16d3852291,4182.53,14,15,278.84,752
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5d3bb11474a06bdc23fb9e89f1164ee0,4178.82,31,32,130.59,753
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3bdff180c7e1f6551a643b99c265a120,4161.86,59,61,68.23,754
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,71039d19d4303bf9054d69e9a9236699,4158.65,35,38,109.44,755
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e70053bf73d1b5863932e53a9fa47496,4158.58,7,7,594.08,756
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,38874e327ce94d11390b96eb42d61928,4158.43,6,6,693.07,757
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2d50d6282f8aa2257819a77bfaa0efe0,4151.52,44,45,92.26,758
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,33ac3e28642ab8bda860a2f693000e78,4151.12,34,35,118.6,759
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,594f9aaa48e5bf431f011ddc5669b0d5,4136.41,37,38,108.85,760
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5d9dc90a686a8fddacffab6bab5653a3,4131.27,12,12,344.27,761
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d57e18d5f73c7ccb7f7339b61166898d,4111.19,61,63,65.26,762
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c0563dd588b775f2e37747ef6ad6c92c,4094.68,28,28,146.24,763
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,77e4abfd739aed9c46480f90f81c0eb4,4092.21,18,18,227.35,764
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1838dd9b8977065acf51d95e0053ea7a,4075.88,64,67,60.83,765
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b1fecf4da1fa2689bccffa0121953643,4066.72,19,20,203.34,766
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6b90f847357d8981edd79a1eb1bf0acb,4059.73,45,47,86.38,767
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cfd7ddab722b902f7ac5b5f3ba6d723d,4058.11,12,13,312.16,768
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f0837c8d71434931d9e38e7b79234797,4049.36,22,23,176.06,769
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a2b5b6105ea5942300631d2e76f4ffe0,4009.34,16,16,250.58,770
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3c010235b7345c92f125d14ee232a76b,4005.32,15,15,267.02,771
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7f2617c58d5d06806987308b45654351,3983.27,22,23,173.19,772
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dd533b429f380718b70ad9922c294bae,3970.98,41,45,88.24,773
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4da0e408c99d2fdc2126dc9fce518060,3964.73,44,54,73.42,774
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b1ac6ea7895bc3dd6f0f6f4abbdd2821,3964.33,40,41,96.69,775
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,432c37c9dfba871172ec162e20118b8c,3938.54,46,57,69.1,776
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,eb4df17aed01d918c65f0f8d650900c0,3925.46,11,11,356.86,777
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f7ccf836d21b2fb1de37564105216cc1,3910.44,70,74,52.84,778
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f4db9b37944bcb8873e6b456ee190bbf,3909.94,21,22,177.72,779
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a17f621c590ea0fab3d5d883e1630ec6,3901.54,65,80,48.77,780
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ec80e49e69745ab6c14f984bf2149423,3897.31,12,12,324.78,781
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c9aafcd0621b2207c10e32c649cada4d,3885.9,44,52,74.73,782
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1d0997ff06b524ce9289ffd75114ecd3,3873.57,3,3,1291.19,783
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0c7533c71df861ec58ad7ff999ed0e8d,3863.51,61,73,52.92,784
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,960945e1a9535cbc0cd6ddd35fbe7ae8,3861.53,28,29,133.16,785
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8ff38bc3969e67c36c48343a07090f66,3859.56,2,8,482.45,786
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aae3bfea055532c57fb453ed3ec80b30,3857.17,48,50,77.14,787
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3364a91ec4d56c98e44174de954b94f6,3853.85,6,6,642.31,788
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3b872fd4747f01cc56206f2934198618,3843.11,25,27,142.34,789
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4677a5437afda5fa7140b927b07be1cc,3835.7,11,11,348.7,790
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e48b04bf1aa1ef711caebeb7aede6180,3832.73,25,25,153.31,791
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,218f991754f360af9c2daa5e0b8e990c,3819.54,14,17,224.68,792
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f326006815956455b2859abd58fe7e39,3813.18,9,30,127.11,793
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5f1dc28029d2c244352a68107ec2b542,3803.46,62,78,48.76,794
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c8b3445d737de6befde0c88ede534a5e,3800.79,30,36,105.58,795
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,244c2f1bff6afe1f2eaf9bfe9b2aed38,3794.87,23,27,140.55,796
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,977f9f63dd360c2a32ece2f93ad6d306,3793.85,24,25,151.75,797
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a938325a4b357fd23a6a4d5bb126408e,3791.81,24,25,151.67,798
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f2336e113377dd21c744d9c4fc8293a9,3762.08,4,4,940.52,799
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,54c04bdb5ec46762f8f08c7e8f86ed4a,3757.78,18,19,197.78,800
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5bc24d989e71e93c33e50a7782431b0e,3736.53,17,17,219.8,801
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cb3dd9ce66268c7a3ca7241ac70ab58c,3725.71,50,52,71.65,802
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,52562a9f449c3dc3d53f5f5b9ed74903,3710.64,14,14,265.05,803
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bce6a5ecf98e99fd2a8868b15c51f04b,3706.5,14,15,247.1,804
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,430315b7bb4b6e4b3c978f9dfa9b0558,3704.63,20,21,176.41,805
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cce6ab8d1682639fe45ab70234f1665f,3690.14,63,66,55.91,806
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cb5df0dcb9e280b1780e9d589889f2c7,3689.21,16,19,194.17,807
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ed46f1eb4a638113deb2a1137b5f22e9,3686.68,4,4,921.67,808
